Company_Name,Ticker,Sub_Sector,Market_Cap,Close_Price,PE_Ratio,5Y_Historical_Revenue_Growth,1Y_Forward_Revenue_Growth,Total_Revenue,PBT,Taxes_And_Other_Items,DII_Holding_Change_3M,FII_Holding_Change_3M,MF_Holding_Change_3M,Promoter_Holding_Change_3M,Percentage_Buy_Records,No_Of_Analysts_With_Buy_Reco,Percentage Upside,Net_Profit,Profit_Margin,PS_Ratio,Earnings_Yield,Revenue_Growth,Total_Institutional_Holding_Change,Change_Retail_Holding,Composite_Score
Abhishek Integrations Ltd,AILIMITED,Construction & Engineering,10.50185103,33.2,21.43234903,0,0,13.29,0.61,0.12,0,0,0,0,0,0,0,0.49,4.589917231,0.790207,0.058084998,188.8571429,0,0,43.00367776
Uniroyal Marine Exports Ltd,UNRYLMA,Packaged Foods & Meats,10.49100735,16.5,74.9357668,-9.280243808,0,27.24,0.14,0,0,0,0,-0.082506366,0,0,0,0.14,0.513950073,0.385132428,0.013344762,1.0496614,0,0.082506366,-18.34303883
Dhyaani Tile & Marblez Ltd,DHYAANI,NULL,10.4822222,68,13.79239763,0,0,21.8,1.03,0.27,0,0,0,0,0,0,0,0.76,4.724770642,0.480835881,0.098261607,-0.199706314,0,0,-2.316833326
Bloom Dekor Ltd,BLOOM,Wood Products,10.47472633,15.75,-0.518550808,-20.63006276,0,21.45,-26.2,-6,0.023357664,0,0,-0.024978102,0,0,0,-20.2,-122.1445221,0.48833223,-2.501258665,-0.016055046,0.023357664,0.001620438,-30.40466718
Inani Securities Ltd,INANISEC,NULL,10.45415916,22.9,26.80553632,-3.999719367,0,2.65,0.53,0.14,0,0,0,1.632402308,0,0,0,0.39,20,3.944965721,0.050697525,-0.876456876,0,-1.632402308,-1.920498299
Helpage Finlease Ltd,HELPAGE,Diversified Financials,10.43912095,10.5,16.06018608,61.53942662,0,2.86,0.9,0.25,0,0,0,0,0,0,0,0.65,31.46853147,3.65004229,0.086214156,0.079245283,0,0,3.871897668
Times Green Energy (India) Ltd,TIMESGREEN,NULL,10.41664,60,28.93511111,19.03008763,0,24.73,0.48,0.12,0,0,0,0,0,0,0,0.36,1.940962394,0.421214719,0.046080118,7.646853147,0,0,-4.836823892
Rajdarshan Industries Ltd,ARENTERP,Mining - Diversified,10.40706862,33.85,18.92194294,-6.042653805,0,1.34,0.53,-0.02,0,0.001608596,0,0,0,0,0,0.55,39.55223881,7.766469119,0.050926925,-0.9458148,0.001608596,-0.001608596,4.921522416
Minaxi Textiles Ltd,MINAXI,Textiles,10.37164315,2.13,-6.523046004,-11.20085995,0,31.19,-2.06,-0.47,0,0,0,0.077383843,0,0,0,-1.59,-6.604680987,0.33253104,-0.19861848,22.2761194,0,-0.077383843,5.548621105
Kretto Syscon Ltd,KRETTOSYS,NULL,10.34297447,0.66,57.46096929,-6.017642884,0,4.15,0.24,0.06,0,0,0,0,0,0,0,0.18,5.78313253,2.492283005,0.023204157,-0.866944534,0,0,-13.13619532
Amraworld Agrico Ltd,AMRAAGRI,Commodities Trading,10.34010053,0.87,-19.50962365,0,0,1.18,-0.53,0,0,0,0,0,0,0,0,-0.53,-44.91525424,8.762797059,-0.051256755,-0.715662651,0,0,-6.530323309
Mansi Finance (Chennai) Ltd,MANSIFIN,NULL,10.321908,29.2,15.87985846,-8.253380711,0,5.87,1.06,0.41,0,0,0,0,0,0,0,0.65,18.05792164,1.758417036,0.102694192,3.974576271,0,0,1.538159862
Continental Seeds and Chemicals Ltd,CONTI,Seeds,10.30289224,10.35,54.22574863,11.00121282,0,98.16,0.37,0.18,0,0,0,0,0,0,0,0.19,0.376935615,0.10496019,0.035912246,15.72231687,0,0,-9.531624037
Radaan Media Works India Ltd,RADAAN,Movies & TV Serials,10.28502349,1.9,-2.364373216,-18.44502776,0,11.17,-4.34,0.01,0,0.000609288,0,0,0,0,0,-4.35,-38.85407341,0.920772022,-0.421972784,-0.886206194,0.000609288,-0.000609288,-9.343824275
Unity Infraprojects Ltd,UNITY,Construction & Engineering,10.27543073,0.85,-0.004616656,-38.43881796,0,214.92,-2226.61,-0.88,2.478641849,0,0,0,0,0,0,-2225.73,-1036.018053,0.047810491,-216.6926194,18.24082363,2.478641849,-2.478641849,-253.8234928
Quantum Build-Tech Ltd,QUANTBUILD,NULL,10.27124678,3.91,-20.13969958,0,0,0,-0.51,0,-0.008577482,0.008577482,0,0,0,0,0,-0.51,NULL,NULL,-0.049653174,-1,0,0,NULL
Euro-Leder Fashion Ltd,EUROLED,NULL,10.23890031,21.8,31.99656348,-14.71314355,0,37.39,0.41,0.09,0,0,0,0,0,0,0,0.32,1.09654988,0.273840607,0.040043363,NULL,0,0,NULL
S P Capital Financing Ltd,SPCAPIT,Diversified Financials,10.15502055,17.75,7.052097603,9.054631459,0,2.36,1.85,0.41,0,0,0,0,0,0,0,1.44,78.38983051,4.302974809,0.182175899,-0.936881519,0,0,17.60021285
Shree Precoated Steels Ltd,SPSL,Real Estate,10.13717229,24.5,-20.68810671,0,0,0,-0.49,0,2.42E-05,0,0,0,0,0,0,-0.49,NULL,NULL,-0.048336951,-1,2.42E-05,-2.42E-05,NULL
Mount Housing and Infrastructure Ltd,MOUNT,NULL,10.085571,33.3,126.0696375,-31.43200159,0,1.74,0.11,0.03,0,0,0,0,0,0,0,0.08,6.32183908,5.796305172,0.010906671,NULL,0,0,NULL
Voltaire Leasing and Finance Ltd,VOLLF,NULL,10.06851,24,43.77613043,-14.4047944,0,1.02,0.3,0.07,0,0,0,0,0,0,0,0.23,29.41176471,9.871088235,0.029795869,-0.413793103,0,0,-3.694539707
Advance Lifestyles Ltd,ADVLIFE,Textiles,10.06460301,32.35,8.828599133,0,0,0,-0.29,-1.43,1.271300647,0,0,0,0,0,0,1.14,NULL,NULL,-0.028813854,-1,1.271300647,-1.271300647,NULL
Srestha Finvest Ltd,SRESTHA,Diversified Financials,10.05945522,1.22,-335.3151741,-1.174822754,0,2.3,-0.02,0.01,0,0,0,0,0,0,0,-0.03,-0.869565217,4.373676183,-0.001988179,NULL,0,0,NULL
Naapbooks Ltd,NBL,NULL,10.02564,54,45.57109091,0,0,2.8,0.34,0.12,0,0,0,0,0,0,0,0.22,12.14285714,3.580585714,0.033913047,0.217391304,0,0,-8.302710616
Saboo Brothers Ltd,SABOOBR,NULL,10.02272447,16.45,91.115677,17.97891247,0,0.64,0.19,0.08,0,0,0,0,0,0,0,0.11,29.6875,15.66050698,0.018956921,-0.771428571,0,0,-15.54990139
Market Creators Ltd,MKTCREAT,Investment Banking & Brokerage,10.00098745,9.53,10.20508924,5.590778002,0,8.86,0.99,0.01,0,0,0,-37.35612571,0,0,0,0.98,11.1738149,1.128779622,0.098990225,12.84375,0,37.35612571,3.453118915
Ladam Affordable Housing Ltd,LAHL,Real Estate,9.976007,5.15,43.37394348,-12.89806424,0,5.58,0.82,0.59,0,0,0,0,0,0,0,0.23,14.6953405,1.787814875,0.082197216,-0.37020316,0,0,-7.262201535
Hittco Tools Ltd,HITTCO,Industrial Machinery,9.961141861,16.98,13.46100251,1.474452324,0,6.66,0.74,0,0,0,0,0,0,0,0,0.74,11.11111111,1.495666946,0.074288672,0.193548387,0,0,-0.539085753
Sheshadri Industries Ltd,SHESHAINDS,Textiles,9.938473794,20.25,1.002873239,6.723760312,0,85.08,9.91,0,0.001492063,0,0,0,0,0,0,9.91,11.64786084,0.116813279,0.997134993,11.77477477,0.001492063,-0.001492063,5.605313609
Rander Corp Ltd,RANDER,Real Estate,9.925813887,8.05,12.72540242,12.84705196,0,3.66,1.03,0.25,0,0,0,1.405147118,0,0,0,0.78,28.1420765,2.711971007,0.103769828,-0.956981664,0,-1.405147118,3.614923105
ACE Software Exports Ltd,ACESOFT,NULL,9.916134223,22.2,-18.36321152,2.72046925,0,10.59,-0.81,-0.27,0,0,0,0,0,0,0,-0.54,-7.648725212,0.936367726,-0.081685058,1.893442623,0,0,3.151982233
Super Fine Knitters Ltd,SKL,Apparel & Accessories,9.914456,8.38,-5.301848128,-8.238695595,0,55.93,-2.19,-0.32,0,0,0,0,0,0,0,-1.87,-3.915608797,0.177265439,-0.220889578,4.281397545,0,0,1.416909219
Anka India Ltd,ANKIN,IT Services & Consulting,9.863222474,16.51,-58.01895573,0,0,0,-0.17,0,0,0,0,0,0,0,0,-0.17,NULL,NULL,-0.017235746,-1,0,0,NULL
Quality RO Industries Ltd,QRIL,NULL,9.843,51,65.62,0,0,1.01,0.11,-0.04,0,0,0,0,0,0,0,0.15,10.89108911,9.745544554,0.011175455,NULL,0,0,NULL
Kotia Enterprises Ltd,KEL,Industrial Machinery,9.8287,14,18.90134615,-31.11002393,0,4.36,0.7,0.18,0,0,0,0,0,0,0,0.52,16.05504587,2.254288991,0.071219999,3.316831683,0,0,0.117632851
Shine Fashions (India) Ltd,SHINEFASH,NULL,9.77901,34.95,24.447525,0,0,12.87,0.55,0.15,0,0,0,0,0,0,0,0.4,4.273504274,0.759829837,0.056242912,1.951834862,0,0,-4.555546466
Coastal Roadways Ltd,COARO,NULL,9.75978098,23.55,7.807824784,-6.313510837,0,41.32,1.45,0.2,0,0,0,0,0,0,0,1.25,3.509196515,0.236199927,0.148568908,2.210567211,0,0,-0.522015265
Ridings Consulting Engineers India Ltd,RIDINGS,Business Support Services,9.74052,7.83,243.513,-19.93593848,0,5.56,0.75,0.71,0,0,0,0,0,0,0,0.04,13.48920863,1.751892086,0.076997943,-0.865440465,0,0,-57.72230796
Sparc Electrex Ltd,SPAR,NULL,9.723750265,19.5,4.56514097,178.5042112,0,15.08,2.23,0.1,0,0,0,8.18E-05,0,0,0,2.13,14.78779841,0.644811026,0.229335384,1.712230216,0,-8.18E-05,2.983721914
Prime Industries Ltd,PRIMIND,Real Estate,9.715406264,6.47,-60.72128915,31.03860135,0,1.7,-0.15,0.01,0,0,0,0,0,0,0,-0.16,-8.823529412,5.714944861,-0.015439396,-0.887267905,0,0,12.75262296
Premier Ltd,PREMIER,Industrial Machinery,9.713868112,3.2,-0.432111571,-57.31010616,0,0.83,-24.6,-2.12,0,0.000263396,0,-0.132352975,0,0,0,-22.48,-2963.855422,11.70345556,-2.532461808,-0.511764706,0.000263396,0.132089579,-740.9837029
Swarna Securities Ltd,SWRNASE,Investment Banking & Brokerage,9.684661811,30.75,13.26666001,76.52923583,0,1.2,0.9,0.17,-8.333333333,0,0,0,0,0,0,0.73,75,8.070551509,0.092930452,0.445783133,-8.333333333,8.333333333,13.46144745
J Taparia Projects Ltd,JTAPARIA,Textiles,9.682263133,5.88,0,34.08012912,0,0.13,0,0,0,0,0,0,0,0,0,0,0,74.47894718,0,-0.891666667,0,0,-0.222916667
VCK Capital Market Services Ltd,VCKCAP,Asset Management,9.678471243,10.7,193.5694249,101.6395637,0,9,0.06,0.01,0,0,0,0,0,0,0,0.05,0.666666667,1.075385694,0.006199326,68.23076923,0,0,-31.16799725
Mitshi India Ltd,MITSHI,Conglomerates,9.67466732,10.55,967.466732,95.87498244,0,6.92,0.01,0,0,0,0,0,0,0,0,0.01,0.144508671,1.398073312,0.001033627,-0.231111111,0,0,-241.8883336
Panache Innovations Ltd,PANACHE,Commodities Trading,9.674617347,23,483.7308674,-4.955349123,0,8.71,0.03,0.01,0,0,0,0,0,0,0,0.02,0.344431688,1.11074826,0.003100898,0.25867052,0,0,-120.7819413
NPR Finance Ltd,NPRFIN,NULL,9.673204,16.15,-193.46408,-28.60411757,0,7.63,0.21,0.26,0,0,0,0,0,0,0,-0.05,2.752293578,1.267785583,0.021709456,-0.123995408,0,0,49.02309454
Abhinav Leasing & Finance Ltd,ALFL,NULL,9.640825973,1.93,160.6804329,55.27288104,0,31.68,0.08,0.02,0,0,0,0,0,0,0,0.06,0.252525253,0.304319002,0.008298044,3.152031455,0,0,-39.31896905
Fone4 Communications(India) Ltd,FONE4,NULL,9.59915,5.62,-95.9915,0,0,63.8,-0.23,-0.13,0,0,0,0,0,0,0,-0.1,-0.360501567,0.150456897,-0.023960455,1.013888889,0,0,24.16122183
Sun Retail Ltd,SUNRETAIL,Agro Products,9.591587533,0.62,-119.8948442,-50.31845934,0,2.06,-0.08,0,0,0,0,0,0,0,0,-0.08,-3.883495146,4.656110453,-0.008340642,-0.967711599,0,0,28.76090936
Shreevatsaa Finance and Leasing Ltd,SHVFL,Diversified Financials,9.589714146,9.5,21.79480488,-10.39517118,0,0.93,0.6,0.16,0,0,0,0,0,0,0,0.44,64.51612903,10.31152059,0.062567037,-0.548543689,0,0,10.54319512
Omnipotent Industries Ltd,OMNIPOTENT,NULL,9.553733978,15.1,-11.108993,0,0,97.95,-0.85,0.01,0,0,0,0,0,0,0,-0.86,-0.867789689,0.097536845,-0.088970449,104.3225806,0,0,28.64094599
Riga Sugar Co Ltd,RIGASUG,NULL,9.541831244,6.94,-0.201346935,-14.11964513,0,84.58,-38.03,9.36,0,0,0,0,0,0,0,-47.39,-44.96334831,0.112814273,-3.985608111,-0.136498213,0,0,-11.2246249
Bharat Bhushan Finance And Commodity Brokers Ltd,BHARAT,Diversified Financials,9.510583763,28.75,86.45985239,-10.43147325,0,0.49,0.14,0.03,0,0,0,0,0,0,0,0.11,28.57142857,19.40935462,0.014720442,-0.994206668,0,0,-14.72065762
HDFC Nifty Growth Sectors 15 ETF,HDFCGROWTH,Equity,9.508923105,88.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Shree Ganesh Elastoplast Ltd,SHGANEL,NULL,9.49095,17.25,7.136052632,33.10186035,0,39.06,1.6,0.27,-0.090876045,0,0,0,0,0,0,1.33,4.096262161,0.242983871,0.168581649,NULL,-0.090876045,0.090876045,NULL
Billwin Industries Ltd,BILLWIN,NULL,9.465850599,46.65,43.02659363,57.0150702,0,4.39,0.3,0.08,0,0,0,0,0,0,0,0.22,6.833712984,2.156230205,0.031692873,-0.887608807,0,0,-9.270122363
Integra Capital Management Ltd,INTCAPM,Diversified Financials,9.452628,20.1,94.52628,-25.48504555,0,0.34,0.17,0.07,0,0,0,0,0,0,0,0.1,50,27.80184706,0.017984417,-0.922551253,0,0,-11.36220781
Eurotex Industries and Exports Ltd,EUROTEXIND,Textiles,9.444648306,10.8,-0.807925433,-52.07405308,0,4.8,-10.66,1.03,0,0.000114287,0,0,0,0,0,-11.69,-222.0833333,1.967635064,-1.128681519,13.11764706,0.000114287,-0.000114287,-52.03941164
Shree Worstex Ltd,SHWL,Diversified Financials,9.42,33.3,8.886792453,66.16228981,0,2.28,1.24,0.18,0,0,0,0,0,0,0,1.06,54.38596491,4.131578947,0.13163482,-0.525,0,0,11.24354311
Shashwat Furnishing Solutions Ltd,SFSL,NULL,9.396,45,93.96,0,0,1.38,0.14,0.04,0,0,0,0,0,0,0,0.1,10.14492754,6.808695652,0.014899957,-0.394736842,0,0,-21.05245233
Parshwanath Corp Ltd,PARSHWANA,Real Estate,9.395511,30,31.31837,1.099165167,0,0.94,0.36,0.06,0,0,0,0,0,0,0,0.3,38.29787234,9.995224468,0.03831617,-0.31884058,0,0,1.66516544
Viaan Industries Ltd,VIAANINDUS,Commodities Trading,9.365501232,0.85,-5.60808457,-35.15528728,0,3.78,-1.57,0.1,0,0,0,-1.894537617,0,0,0,-1.67,-41.53439153,2.477645829,-0.167636516,3.021276596,0,1.894537617,-8.226257592
Sharpline Broadcast Ltd,SHARPLINE,NULL,9.344349391,8.23,13.74169028,169.056707,0,15.51,0.91,0.23,0,0,0,0,0,0,0,0.68,5.867182463,0.602472559,0.097385057,3.103174603,0,0,-1.192833303
Suvidha Infraestate Corporation Ltd,SICL,Construction & Engineering,9.3408,10.5,-13.344,47.57731616,0,0.35,0.18,0.88,0,0,0,0,0,0,0,-0.7,51.42857143,26.688,0.019270298,-0.977433914,0,0,15.94878438
Ajel Ltd,AJEL,NULL,9.314865642,8.4,93.14865642,-22.19901493,0,4.31,0.08,-0.02,0,0,0,0.000429185,0,0,0,0.1,1.856148492,2.161221727,0.008588422,11.31428571,0,-0.000429185,-19.99455555
Sagar Productions Ltd,SAGARPROD,Movies & TV Serials,9.307842514,2.21,232.6960628,-1.010308256,0,4.8,0.04,0,0,0,0,0,0,0,0,0.04,0.833333333,1.939133857,0.004297451,0.113689095,0,0,-57.93726009
Raunaq Epc International Ltd,RAUNAQEPC,NULL,9.305802393,27,-2.802952528,-29.42617324,0,10.24,-3.36,-0.04,0.066611969,0,0,0,0,0,0,-3.32,-32.8125,0.908769765,-0.361065049,1.133333333,0.066611969,-0.066611969,-7.202400542
Shivagrico Implements Ltd,SHIVAGR,Agricultural & Farm Machinery,9.270050345,19.35,12.03902642,15.74016106,0,48.87,1.02,0.25,0,0,0,0,0,0,0,0.77,2.087170043,0.189687955,0.110031765,3.772460938,0,0,-1.54484886
Galaxy Agrico Exports Ltd,GALAGEX,Industrial Machinery,9.255090391,33.9,14.69061967,4.643570739,0,7.24,0.73,0.1,0,0,0,0,0,0,0,0.63,10.08287293,1.278327402,0.078875513,-0.851851852,0,0,-1.364899648
O P Chains Ltd,OPCHAINS,NULL,9.2475,13.5,184.95,-54.21271006,0,0.97,0.06,0.01,0,0,0,0,0,0,0,0.05,6.18556701,9.533505155,0.00648824,-0.866022099,0,0,-44.90761377
Creative Eye Ltd,CREATIVEYE,Movies & TV Serials,9.221711989,4.75,-9.810331903,-26.78349599,0,4.37,-0.9,0.04,0,0,0,0,0,0,0,-0.94,-20.59496568,2.110231576,-0.097595761,3.505154639,0,0,-1.819869783
Yogi Ltd,YOGI,NULL,9.182571563,23.2,-918.2571563,28.58455608,0,1.16,0.13,0.14,0,0,0,-11.23132146,0,0,0,-0.01,11.20689655,7.916009968,0.014157254,-0.734553776,0,11.23132146,232.1823748
Bandaram Pharma Packtech Ltd,BANDARAM,NULL,9.162949379,32.08,-916.2949379,0,0,0,-0.01,0,0,0,0,0,0,0,0,-0.01,NULL,NULL,-0.001091352,-1,0,0,NULL
Duke Offshore Ltd,DUKEOFS,Oil & Gas - Equipment & Services,9.152294052,9.23,-2.232266842,-26.20523207,0,1.51,-3.9,0.2,0,0,0,0,0,0,0,-4.1,-258.2781457,6.061121889,-0.426122672,NULL,0,0,NULL
Bohra Industries Ltd,BOHRAIND,Fertilizers & Agro Chemicals,9.144608714,170.45,-3.490308669,0,0,0,-2.78,-0.16,0,0,0,-34.96112323,0,0,0,-2.62,NULL,NULL,-0.304004259,-1,0,34.96112323,NULL
Sugal and Damani Share Brokers Ltd,SUGALDAM,Investment Banking & Brokerage,9.132476409,13.9,6.76479734,-14.39102785,0,2.69,1.8,0.45,0,0,0,0,0,0,0,1.35,66.91449814,3.394972643,0.197098785,NULL,0,0,NULL
Mahaan Foods Ltd,MAHAANF,FMCG - Foods,9.131793552,25.3,60.87862368,-24.99126423,0,0.52,0.2,0.05,0,0,0,0,0,0,0,0.15,38.46153846,17.56114145,0.021901503,-0.80669145,0,0,-5.805944167
Southern Infosys Ltd,SOUTHERNIN,IT Services & Consulting,9.131366787,18.5,114.1420848,-6.187458857,0,15.07,0.1,0.02,0,0,0,0,0,0,0,0.08,0.663570007,0.605930112,0.010951263,27.98076923,0,0,-21.37443639
Iykot Hitech Toolroom,IYKOTHITE,Industrial Machinery,9.126,15,43.45714286,1.724723841,0,8.42,0.28,0.07,0,0,0,0.094674556,0,0,0,0.21,3.325415677,1.083847981,0.030681569,-0.441274054,0,-0.094674556,-10.14325031
AVI Polymers Ltd,AVI,Commodities Trading,9.117235576,22.55,18.60660322,31.05914998,0,5.22,0.65,0.16,0,0,0,0,0,0,0,0.49,12.45210728,1.746596854,0.07129354,-0.380047506,0,0,-1.633635862
Seven Hill Industries Ltd,SEVENHILL,Diversified Financials,9.097225606,0.7,181.9445121,8.01851873,0,0.75,0.05,0,0,0,0,0,0,0,0,0.05,6.666666667,12.12963414,0.005496181,-0.856321839,0,0,-44.03354182
Bindal Exports Ltd,BINDALEXPO,Textiles,9.08579,19.75,26.72291176,6.542158511,0,37.45,0.42,0.08,0,0,0,0,0,0,0,0.34,1.121495327,0.242611215,0.04622603,48.93333333,0,0,5.832979225
RCI Industries & Technologies Ltd,RCIIND,Metals - Copper,9.055976212,5.69,-0.126356582,-49.0056101,0,59.91,-71.9,-0.23,0,0,0,0,0,0,0,-71.67,-120.0133534,0.151159676,-7.939508488,0.599732977,0,0,-29.82181595
J J Finance Corporation Ltd,JJFINCOR,Diversified Financials,9.019028708,32,45.09514354,-6.096137457,0,0.46,0.25,0.05,0,0,0,0,0,0,0,0.2,54.34782609,19.60658415,0.027719171,-0.992321816,0,0,2.065090183
Mafia Trends Ltd,MAFIA,NULL,9.017303909,21.35,11.27162989,0,0,7.15,1.09,0.29,-10.78725532,0,0,-25.32015673,0,0,0,0.8,15.24475524,1.261161386,0.120878703,14.54347826,-10.78725532,36.10741205,1.932337074
India Lease Development Ltd,INDLEASE,Specialized Finance,9.006314099,6.13,-69.27933922,33.7612667,0,3.34,-0.13,0,0,0,0,0,0,0,0,-0.13,-3.892215569,2.696501227,-0.014434318,-0.532867133,0,0,16.21356413
Mac Hotels Ltd,MACH,"Hotels, Resorts & Cruise Lines",9,31.5,-3.846153846,1.073478342,0,3.27,-2.27,0.07,0,0,0,0,0,0,0,-2.34,-69.41896024,2.752293578,-0.252222222,-0.020958084,0,0,-16.39844112
Relic Technologies Ltd,RELICTEC,Diversified Financials,8.995041929,23.75,20.44327711,15.50804054,0,1.83,0.56,0.12,0,0,0,0,0,0,0,0.44,30.6010929,4.915323458,0.062256519,-0.440366972,0,0,2.429362203
Alps Industries Ltd,ALPSINDUS,Textiles,8.991286999,2.35,-0.108459433,-9.961347963,0,306.33,-82.89,0.01,0,0,0,0,0,0,0,-82.9,-27.05905396,0.029351637,-9.218924945,166.3934426,0,0,34.86071202
JD Orgochem Ltd,JDORGOCHEM,Specialty Chemicals,8.978551019,6.78,-7.807435669,-37.40978,0,1.73,-1.15,0,0,0,-0.004528302,0,0,0,0,-1.15,-66.47398844,5.189913884,-0.128083028,-0.994352496,-0.004528302,0.004528302,-14.91635839
Shri Bholanath Carpets Ltd,SHRIBCL,Textiles,8.976,18.7,179.52,-10.63539698,0,17.48,0.07,0.02,0,0,0,0,0,0,0,0.05,0.400457666,0.513501144,0.007798574,9.104046243,0,0,-42.50387402
Konark Synthetic Ltd,KONARKSY,NULL,8.968416605,15.45,-3.503287736,-21.85424709,0,42.72,-3.96,-1.4,0,0,0,0,0,0,0,-2.56,-9.269662921,0.209934846,-0.441549515,1.443935927,0,0,-1.080609815
Mehta Securities Ltd,MEHSECU,Investment Banking & Brokerage,8.954324373,29,-20.82401017,0,0,0,-0.43,0,0,0,0,0,0,0,0,-0.43,NULL,NULL,-0.04802149,-1,0,0,NULL
Shree Steel Wire Ropes Ltd,SSWRL,Iron & Steel,8.93609742,26.95,34.36960546,10.09859003,0,15.32,0.25,-0.01,0,0,0,0,0,0,0,0.26,1.631853786,0.583296176,0.027976418,NULL,0,0,NULL
Pradhin Ltd,PRADHIN,Agro Products,8.934635226,23.8,26.2783389,-6.22412729,0,20.32,0.4,0.06,0,0,0,0,0,0,0,0.34,1.968503937,0.439696615,0.044769595,0.326370757,0,0,-5.995866051
Chadha Papers Ltd,CHADPAP,Paper Products,8.928535,8.75,-3.369258491,15.4686437,0,588.81,-2.72,-0.07,0,0,0,0,0,0,0,-2.65,-0.461948676,0.015163695,-0.304641243,27.97687008,0,0,7.721044973
Blue Coast Hotels Ltd,BLUECOAST,"Hotels, Resorts & Cruise Lines",8.9239199,7,-2.616985308,-63.72803143,0,0.84,-4.77,-1.36,0,0,0,0,0,0,0,-3.41,-567.8571429,10.62371417,-0.534518469,-0.998573394,0,0,-141.5596827
Simplex Mills Company Ltd,SIMPLXMIL,Textiles,8.906501483,31.15,12.90797316,31.77199531,0,1.47,0.69,0,0,0,0,0,0,0,0,0.69,46.93877551,6.058844546,0.077471497,0.75,0,0,8.695200588
Ramgopal Polytex Ltd,RAMGOPOLY,Commodities Trading,8.883603354,6.34,-18.90128373,11.18392983,0,9.09,-0.47,0,0.003448276,0,0,0,0,0,0,-0.47,-5.170517052,0.977294098,-0.052906459,5.183673469,0.003448276,-0.003448276,4.729472106
Sirohia & Sons Ltd,SIROHIA,Fertilizers & Agro Chemicals,8.880909672,8.66,-2.56E+18,-42.54262041,0,0.32,0.02,0.02,0,0,0,0,0,0,0,0,6.25,27.75284272,0.002252022,-0.96479648,0,0,6.40E+17
SK International Export Ltd,SKIEL,Apparel & Accessories,8.7983448,12,-11.27992923,0,0,7.36,-0.78,0,0,0,0,0,0,0,0,-0.78,-10.59782609,1.195427283,-0.088653038,22,0,0,5.670525786
Ranjeet Mechatronics Ltd,RANJEET,Business Support Services,8.79777334,13.33,17.95463947,14.99977908,0,35.48,0.66,0.17,0,0,0,0,0,0,0,0.49,1.860202931,0.247964299,0.075018982,3.820652174,0,0,-3.068446091
Sujala Trading & Holdings Ltd,SUJALA,Diversified Financials,8.778047787,15.55,67.52344451,-14.91139614,0,3.14,0.18,0.05,0,0,0,0,0,0,0,0.13,5.732484076,2.79555662,0.020505698,-0.911499436,0,0,-15.67561497
Amforge Industries Ltd,AMFORG,Consumer Finance,8.77136454,5.92,5.482102838,1.55112784,0,2.7,0.57,-1.03,0,0,0,0,0,0,0,1.6,21.11111111,3.248653533,0.064984188,-0.140127389,0,0,3.872220221
Agrimony Commodities Ltd,AGRIMONY,Commodities Trading,8.71335,7.65,45.85973684,-46.59181465,0,0.81,0.28,0.09,0,0,0,0,0,0,0,0.19,34.56790123,10.75722222,0.032134598,-0.7,0,0,-2.997958901
Vision Cinemas Ltd,VISIONCINE,NULL,8.706578146,1.23,-26.38357014,0,0,0,-0.32,0.01,0,0,0,0,0,0,0,-0.33,NULL,NULL,-0.036753819,-1,0,0,NULL
Arunis Abode Ltd,ARUNIS,NULL,8.695207198,29,48.30670666,13.05518886,0,1.81,0.24,0.06,0,0,0,0,0,0,0,0.18,13.25966851,4.803981877,0.027601412,NULL,0,0,NULL
TRC Financial Services Ltd,TRCFIN,Diversified Financials,8.6615588,17.32,-24.05988556,20.6415936,0,0.23,-0.35,0.01,0,-0.249955008,0,0,0,0,0,-0.36,-152.173913,37.6589513,-0.040408431,-0.872928177,-0.249955008,0.249955008,-32.30922767
Brandbucket Media & Technology Ltd,BRANDBUCKT,NULL,8.634460682,27.25,35.97691951,0,0,17.27,0.38,0.14,0,0,0,0,0,0,0,0.24,2.200347423,0.499968771,0.044009697,74.08695652,0,0,10.07759611
Rajasthan Tube Manufacturing Co Ltd,RAJTUBE,NULL,8.605154835,20,15.36634792,-6.382413032,0,53.17,0.61,0.05,0,0,0,0,0,0,0,0.56,1.147263494,0.161842295,0.070887742,2.078749276,0,0,-3.035083787
Sinnar Bidi Udyog Ltd,SINNAR,FMCG - Tobacco,8.60437402,215.25,-71.70311683,-9.601905871,0,5.27,-0.13,-0.01,0,0,0,0,0,0,0,-0.12,-2.466793169,1.632708543,-0.015108595,-0.900883957,0,0,17.08385993
Kay Power and Paper Ltd,KAYPOWR,Paper Products,8.592383875,8,95.47093194,-2.235197321,0,34.43,0.09,0,0,0,0,0,0,0,0,0.09,0.261399942,0.249560961,0.010474392,5.533206831,0,0,-22.41908129
HDFC Nifty Next 50 ETF,HDFCNEXT50,Equity,8.575619,437.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
TeleCanor Global Ltd,TELECANOR,NULL,8.549863726,7.99,-10.96136375,0,0,0,-0.78,0,0,0,0,0,0,0,0,-0.78,NULL,NULL,-0.091229524,NULL,0,0,NULL
Subhash Silk Mills Ltd,SUBSM,Textiles,8.518709484,20.1,42.59354742,7.931965319,0,2.49,0.54,0.34,0,0,0,0,0,0,0,0.2,21.68674699,3.421168467,0.063389883,NULL,0,0,NULL
